q,"1. f. Decimoctava letra del abecedario español, que representa el fonema consonántico oclusivo velar sordo."
qu,"1. f. Dígrafo que representa el fonema consonántico oclusivo velar sordo ante las vocales e, i: queso, quijotismo."
quad,1. m. Vehículo todoterreno de cuatro ruedas similar a una motocicleta.
quadrivium,1. m. cuadrivio.
quark,1. m. Fís. cuark.
quasar,1. m. Astron. cuásar.
quater,"1. adj. Pospuesto a un número entero, indica que este se emplea o se adjudica por cuarta vez y tras haberse utilizado el mismo número adjetivado con ter. Se detalla en las notas 6 ter y 6 quater."
que,"1. pron. relat. m., f. y n. Introduce una oración relativa y refiere a un antecedente expreso, generalmente nominal. Se pondrá los vestidos que tú elijas. Ella, que finalmente no vino, tenía un compromiso."
quebequense,"1. adj. quebequés. Apl. a pers., u. t. c. s."
quebequesa,"1. adj. Natural de Quebec, ciudad o provincia del Canadá. U. t. c. s."
quebequés,"1. adj. Natural de Quebec, ciudad o provincia del Canadá. U. t. c. s."
quebraba,"1. tr. Romper, separar con violencia."
quebrabais,"1. tr. Romper, separar con violencia."
quebraban,"1. tr. Romper, separar con violencia."
quebrabas,"1. tr. Romper, separar con violencia."
quebrachal,"1. m. Arg., Par. y Ur. Terreno poblado de quebrachos."
quebracho,1. m. Nombre genérico de varias especies botánicas de árboles americanos de madera muy dura.
quebrad,"1. tr. Romper, separar con violencia."
quebrada,1. f. Paso estrecho entre montañas.
quebradero,1. m. desus. quebrador (‖ que quiebra algo).
quebradillo,1. m. Tacón de madera del calzado a la ponleví.
quebradiza,1. adj. Fácil de quebrarse.
quebradizo,1. adj. Fácil de quebrarse.
quebrado,1. adj. Que ha hecho bancarrota (‖ quiebra de una empresa). U. t. c. s.
quebrador,1. adj. Que quiebra algo. U. t. c. s.
quebradora,
quebradura,"1. f. Hendidura, rotura o abertura."
quebraja,"1. f. Grieta, rendija, raja."
quebrajaba,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajabais,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaban,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajabas,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajad,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajado,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajamos,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajan,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajando,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajar,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajara,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajarais,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaran,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaras,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajare,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajareis,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaremos,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaren,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajares,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaron,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajará,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajarán,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajarás,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaré,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaréis,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaría,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaríais,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaríamos,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajarían,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajarías,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajase,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaseis,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajasen,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajases,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajaste,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajasteis,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebraje,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajemos,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajen,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajes,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajo,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajosa,1. adj. Fácil de quebrajarse.
quebrajoso,1. adj. Fácil de quebrajarse.
quebrajá,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajábamos,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajáis,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajáramos,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajáremos,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajás,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajásemos,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajé,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajéis,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebrajó,"1. tr. Hender parcialmente, resquebrajar. U. t. c. intr. y c. prnl."
quebramiento,1. m. Acción y efecto de quebrar o quebrarse.
quebramos,"1. tr. Romper, separar con violencia."
quebrancina,1. f. coloq. Hond. paliza (‖ derrota amplia).
quebrando,"1. tr. Romper, separar con violencia."
quebrandosa,1. adj. Hond. achacoso.
quebrandoso,1. adj. Hond. achacoso.
quebranta,"1. tr. Romper, separar con violencia."
quebrantaba,"1. tr. Romper, separar con violencia."
quebrantabais,"1. tr. Romper, separar con violencia."
quebrantaban,"1. tr. Romper, separar con violencia."
quebrantabas,"1. tr. Romper, separar con violencia."
quebrantable,1. adj. Que se puede quebrantar.
